OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098410,Sample-Routine,Water,,1991-12-04,10:15:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3945,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099295,Sample-Routine,Water,,1991-05-07,06:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3960,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.5,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099296,Sample-Routine,Water,,1991-06-04,05:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3960,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,6.2,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098409,Sample-Routine,Water,,1991-11-06,10:45:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3945,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.8,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096319,Sample-Routine,Water,,1991-12-04,09:30:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3932,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.2,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098398,Sample-Routine,Water,,1991-01-09,09:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3945,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.6,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098406,Sample-Routine,Water,,1991-08-07,06:45:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3945,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.7,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098404,Sample-Routine,Water,,1991-07-10,06:15:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3945,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099292,Sample-Routine,Water,,1991-02-05,07:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3960,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.6,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096825,Sample-Routine,Water,,1991-10-24,12:45:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3937,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.5,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00097375,Sample-Routine,Water,,1991-11-06,09:30:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_4329,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.9,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096318,Sample-Routine,Water,,1991-11-05,10:30:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3932,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.8,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098408,Sample-Routine,Water,,1991-10-02,10:15:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3945,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.6,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096310,Sample-Routine,Water,,1991-03-06,07:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3932,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099294,Sample-Routine,Water,,1991-04-02,06:15:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3960,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.6,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099301,Sample-Routine,Water,,1991-11-06,11:45:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3960,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.2,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096312,Sample-Routine,Water,,1991-05-08,06:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3932,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.9,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096314,Sample-Routine,Water,,1991-07-10,05:30:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3932,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.3,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099297,Sample-Routine,Water,,1991-07-09,05:45:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3960,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.5,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096309,Sample-Routine,Water,,1991-02-06,07:30:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3932,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.4,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096308,Sample-Routine,Water,,1991-01-09,07:30:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3932,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.8,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099293,Sample-Routine,Water,,1991-03-05,07:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3960,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.4,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098399,Sample-Routine,Water,,1991-02-06,09:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3945,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.1,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096824,Sample-Routine,Water,,1991-08-29,10:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3937,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.6,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00094830,Sample-Routine,Water,,1991-02-12,13:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3891,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.7,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00096316,Sample-Routine,Water,,1991-09-04,06:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3932,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098402,Sample-Routine,Water,,1991-05-16,08:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3945,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.4,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098400,Sample-Routine,Water,,1991-03-06,09:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3945,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.4,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00097373,Sample-Routine,Water,,1991-07-09,05:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_4329,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,6.6,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00097370,Sample-Routine,Water,,1991-01-08,06:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_4329,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.5,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00094835,Sample-Routine,Water,,1991-07-09,13:21:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3891,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.9,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099298,Sample-Routine,Water,,1991-08-06,05:30:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3960,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,6.3,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00094831,Sample-Routine,Water,,1991-03-11,12:12:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3891,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10.1,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00097371,Sample-Routine,Water,,1991-03-05,05:50:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_4329,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,10,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00094838,Sample-Routine,Water,,1991-10-15,13:45:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3891,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.5,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00098401,Sample-Routine,Water,,1991-05-08,12:50:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3945,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,9.2,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00094836,Sample-Routine,Water,,1991-08-13,14:10:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3891,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.6,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00099300,Sample-Routine,Water,,1991-10-01,06:00:00,EST,,,,,,,,,,,USGSREG,,21GAEPD_WQX-RV_12_3960,,,,,TWRI9A,USDOI/USGS,USGS TWRI National Field Manual - National Field Manual for the Collection of Water-Quality Data (NFM),Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.7,mg/L,,Final,,Actual,,,,,,,,,,,,,UNKNOWN,21GAEPD_WQX,Procedure is unknown,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00468797,Field Msr/Obs,Water,,2025-07-10,10:20:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3939,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.3,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00470355,Field Msr/Obs,Water,,2025-08-04,13:35:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4219,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.61,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00470302,Field Msr/Obs,Water,,2025-08-07,09:57:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3891,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.49,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00470303,Field Msr/Obs,Water,,2025-08-07,10:28:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.47,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00470263,Field Msr/Obs,Water,,2025-08-07,13:06:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_18085,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.74,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00468795,Field Msr/Obs,Water,,2025-07-10,12:25:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_18085,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.72,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00468792,Field Msr/Obs,Water,,2025-07-10,10:05:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3934,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.44,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00470284,Field Msr/Obs,Water,,2025-08-07,10:51:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3939,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,8.36,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00470380,Field Msr/Obs,Water,,2025-08-04,14:20:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4218,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,6.36,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00470356,Field Msr/Obs,Water,,2025-08-04,13:55:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_4220,,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.6,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
21GAEPD_WQX,Georgia DNR Environmental Protection Division,21GAEPD_WQX-A00468794,Field Msr/Obs,Water,,2025-07-10,12:55:00,EDT,,,,,,,,,,,EPDAMU,,21GAEPD_WQX-RV_12_3960,Sampling occurred during a heavy thunderstorm with torrential rainfall,,,,GA_001,GA EPD,WPMP Stream Sampling SOP,Miscellaneous (Other),,Dissolved oxygen (DO),Dissolved,7.12,mg/L,,Final,,Actual,,,,,,,,,,,,,1002-8-2009,USEPA,Dissolved Oxygen (DO) Measurement by Optical Probe,,,,,,,,,STORET
